SPP4,ID,ELEVB,TREEAGE,STANDAGE,LOCATION,DataSetID,SOURCE,DBHcm,HTcm,PVcm3,LEAFg,TWIGg,CTLGRg,LIVEBRANCHg,BOLEBARKg,BOLEWOODg,BOLETOTg,ABOVEg,DEADWOODg,TOTROOTg
ACSA,19,2,52,98,HBEF,WhittakerW6,WhittakerR,28.7,2005,648541.9247,,,10737,116340,32060,347170,379230,501883,6313,121760
ACSA,20,2,31,98,HBEF,WhittakerW6,WhittakerR,3.2,600,2412.743158,,,111,98,212,1615,1827,1943.2,18.2,892
ACSA,21,1,23,98,HBEF,WhittakerW6,WhittakerR,1.9,445,630.8514398,,,38.6,27,77,554,631,660.2,2.2,234
ACSA,22,1,29,98,HBEF,WhittakerW6,WhittakerR,5.8,830,10964.6296,,,419,780,780,7040,7820,8681,81,2540
BEAL,1,3,52,98,HBEF,WhittakerW6,WhittakerR,21.5,2168,393546.5263,,,3187,30200,20830,177080,197900,228933,823,37850
BEAL,2,3,41,98,HBEF,WhittakerW6,WhittakerR,10.8,1442,66049.97492,,,678,3860,4390,28780,33170,37294,264,6500
BEAL,3,2,40,98,HBEF,WhittakerW6,WhittakerR,11.7,1412,75904.28714,,,640,5570,3750,33600,37350,43386,466,7100
BEAL,4,2,51,98,HBEF,WhittakerW6,WhittakerR,30.2,1596,571619.0037,,,6113,135400,21580,205750,227300,365262,2532,95740
BEAL,5,2,61,98,HBEF,WhittakerW6,WhittakerR,16.5,1550,165714.1037,,,3101,52460,12610,84420,97030,151516,2026,49500
BEAL,6,3,110,98,HBEF,WhittakerW6,WhittakerR,34,2442,1108570.658,,,7918,118900,53330,439540,492900,615212,3442,151190
BEAL,7,1,137,98,HBEF,WhittakerW6,WhittakerR,32.5,1346,558305.1932,,,11645,246800,46870,309000,355900,645156,42486,152690
BEAL,8,1,28,98,HBEF,WhittakerW6,WhittakerR,15.2,1115,101163.0534,,,3204,23520,4940,47760,52700,77741,1521,19310
BEAL,9,3,38,98,HBEF,WhittakerW6,WhittakerR,6.1,868,12683.5049,,,198,670,1160,7920,9080,9771,21,2640
BEAL,10,3,19,98,HBEF,WhittakerW6,WhittakerR,1.3,301,199.7620959,,,30.6,58,54,197,251,311.4,2.4,126
BEAL,11,3,139,98,HBEF,WhittakerW6,WhittakerR,43.2,2118,1552220.215,,,25060,489400,81600,544600,626200,1175260,59660,278100
BEAL,12,2,79,98,HBEF,WhittakerW6,WhittakerR,43.2,1947,1426899.32,,,16360,484200,60200,567200,627400,1123580,11980,267000
BEAL,13,1,155,98,HBEF,WhittakerW6,WhittakerR,38,1328,753052.3254,,,14343,298700,50760,340120,390900,707847,18267,157220
BEAL,14,3,104,98,HBEF,WhittakerW6,WhittakerR,51,2365,2415635.387,,,54067,1647900,100600,957100,1057800,2813340,107740,387500
BEAL,15,2,90,98,HBEF,WhittakerW6,WhittakerR,50,2054,2016509.785,,,24398,1359600,82800,729700,812500,2181630,9530,473100
BEAL,16,2,52,98,HBEF,WhittakerW6,WhittakerR,22.1,1813,347730.0613,,,3846,76700,19360,169120,188500,266727,1547,39390
BEAL,17,2,40,98,HBEF,WhittakerW6,WhittakerR,3.4,550,2496.780761,,,188,532,210,1428,1638,2180.7,10.7,484
BEAL,18,1,69,98,HBEF,WhittakerW6,WhittakerR,24,1399,316446.3448,,,7185,76700,14420,147300,161700,245402,6982,51160
BEAL,19,1,48,98,HBEF,WhittakerW6,WhittakerR,10.6,1197,52816.03158,,,1310,6650,3440,26610,30050,37045,345,10300
BEAL,20,1,260,98,HBEF,WhittakerW6,WhittakerR,51.5,1550,1614381.016,,,20932,698600,107700,888200,995900,1865790,171290,248900
BEAL,21,1,32,98,HBEF,WhittakerW6,WhittakerR,2.8,587,1807.23259,,,181,318,139,978,1117,1441.5,6.5,318
FAGR,1,3,78,98,HBEF,WhittakerW6,WhittakerR,13,1349,89527.92934,,,1639,13690,3310,44940,48250,63504,1564,13900
FAGR,2,3,82,98,HBEF,WhittakerW6,WhittakerR,18.5,2088,280629.8324,,,2698,40650,8170,149050,157220,200388,2518,48610
FAGR,3,3,105,98,HBEF,WhittakerW6,WhittakerR,28.2,2280,712021.2404,,,7560,187200,20670,347060,367700,564730,9800,110200
FAGR,4,2,50,98,HBEF,WhittakerW6,WhittakerR,16.7,1563,171179.5207,,,2436,30700,5790,87820,93610,127835,3525,30400
FAGR,5,2,52,98,HBEF,WhittakerW6,WhittakerR,9.7,1179,43562.93773,,,1189,5200,1130,19420,20550,26439,689,10740
FAGR,6,1,42,98,HBEF,WhittakerW6,WhittakerR,10.4,1060,45022.79264,,,814,3860,1800,24190,25990,30231,381,8150
FAGR,7,1,121,98,HBEF,WhittakerW6,WhittakerR,19.6,1251,188724.9583,,,5138,55380,5990,96850,102840,162734,4514,20990
FAGR,8,1,58,98,HBEF,WhittakerW6,WhittakerR,13.7,964,71052.28578,,,1823,14870,2730,38260,40990,57115,1255,13770
FAGR,9,1,115,98,HBEF,WhittakerW6,WhittakerR,38.2,1524,873316.325,,,15875,202900,19570,322340,341900,557472,12662,125740
FAGR,10,3,34,98,HBEF,WhittakerW6,WhittakerR,6.2,975,14717.96888,,,583,2230,650,7310,7960,10304,114,2170
FAGR,11,3,65,98,HBEF,WhittakerW6,WhittakerR,1.8,351,446.5931037,,,71.6,156,36,377,413,576,7,230
FAGR,12,2,122,98,HBEF,WhittakerW6,WhittakerR,29.2,1618,541756.469,,,5940,132600,19660,260820,280500,442890,29810,71340
FAGR,13,3,205,98,HBEF,WhittakerW6,WhittakerR,41.2,2289,1525808.783,,,12750,393400,52100,740600,792700,1230740,44640,213300
FAGR,14,2,183,98,HBEF,WhittakerW6,WhittakerR,38.5,1742,1013980.249,,,8721,245200,33540,504780,538300,860196,76676,228420
FAGR,15,1,138,98,HBEF,WhittakerW6,WhittakerR,39.1,1680,1008608.636,,,23672,435000,33200,498600,531800,1033120,66320,230200
FAGR,16,3,180,98,HBEF,WhittakerW6,WhittakerR,49.5,2730,2626835.825,,,29180,1488900,96500,1458300,1554800,3125990,82290,353600
FAGR,17,2,200,98,HBEF,WhittakerW6,WhittakerR,51.8,2062,2172741.533,,,17137,514800,62000,1072100,1131400,1753480,104580,343000
FAGR,18,2,55,98,HBEF,WhittakerW6,WhittakerR,20.4,1908,311816.1399,,,3598,34900,9570,174520,184090,224527,5537,39630
FAGR,19,2,35,98,HBEF,WhittakerW6,WhittakerR,1.9,320,453.6459792,,,109,195,61,474,535,734.5,4.5,435
FAGR,20,1,210,98,HBEF,WhittakerW6,WhittakerR,59,1428,1952055.299,,,8363,144400,39700,700100,739800,921870,37670,245400
FAGR,21,1,30,98,HBEF,WhittakerW6,WhittakerR,2.3,380,789.403694,,,90.3,189,80,913,993,1201.1,19.1,465
PIRU,1,1,65,98,HBEF,WhittakerW6,WhittakerR,9,625,19880.39101,,,160,1400,1523,7811,9330,12195,578,3665
PIRU,2,1,73,98,HBEF,WhittakerW6,WhittakerR,24,1156,261481.0397,,,1506,34100,13140,97140,110300,178370,24740,43380
PIRU,3,1,215,98,HBEF,WhittakerW6,WhittakerR,37.6,1645,913274.8074,,,2901,112300,39030,237590,276600,426910,9790,185280
PIRU,4,1,105,98,HBEF,WhittakerW6,WhittakerR,20,1163,182683.6128,,,1404,28200,7870,70240,78110,125540,11830,43760
PIRU,5,1,82,98,HBEF,WhittakerW6,WhittakerR,7.1,630,12471.45525,,,138.1,660,1062,5913,6980,9610,1100,3507
PIRU,6,1,78,98,HBEF,WhittakerW6,WhittakerR,18.3,1300,170964.2941,,,980,13330,8650,60140,68790,100684,12534,28650
PIRU,7,1,61,98,HBEF,WhittakerW6,WhittakerR,11,787,37395.55545,,,181,1710,2420,12680,15100,18588,216,7130
PIRU,8,1,70,98,HBEF,WhittakerW6,WhittakerR,9.4,755,26197.6626,,,353,1960,1870,8590,10460,15201,1171,5210
PIRU,9,1,60,98,HBEF,WhittakerW6,WhittakerR,2.9,254,838.8602164,,,67.7,280,203,988,1190,2104,211,831
PIRU,10,1,45,98,HBEF,WhittakerW6,WhittakerR,3.1,284,1071.770042,,,47.5,140,223,998,1220,1764,105,537
PIRU,11,1,56,98,HBEF,WhittakerW6,WhittakerR,12.7,1030,65238.58793,,,390,2620,3680,22820,26500,37327,5667,12770
PIRU,12,1,57,98,HBEF,WhittakerW6,WhittakerR,15.8,1262,123718.1492,,,894,11480,6110,43580,49690,73653,5873,22880
PIRU,13,1,61,98,HBEF,WhittakerW6,WhittakerR,3.4,307,1393.657625,,,59.3,250,288,1375,1660,2721,392,1273
PIRU,14,1,122,98,HBEF,WhittakerW6,WhittakerR,18.7,1066,146386.256,,,950,16210,8030,59590,67610,102289,11724,37200
PIRU,15,1,126,98,HBEF,WhittakerW6,WhittakerR,24.7,1325,317445.8621,,,1440,31400,11340,118410,129800,192810,21580,75190
